release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot
1999,3,239426,0,0,1,0,0,0,0,0,0
2002,3,278400,1,0,1,0,0,0,0,0,0
2002,0,388656,0,0,0,0,0,0,0,0,0
2007,20,276866,0,0,1,0,0,0,0,0,0
2002,15,275426,0,0,1,0,0,0,0,0,0
2008,2,379266,0,0,1,0,0,0,0,0,0
2003,60,230746,0,0,1,0,0,0,0,0,0
1995,23,252066,0,1,1,0,0,0,1,0,0
2010,1,222955,0,0,1,0,0,0,0,0,0
2021,23,147648,0,0,1,0,0,0,0,0,0
1990,16,228693,0,0,1,0,0,0,0,0,0
2007,39,834690,0,0,1,0,0,0,0,0,0
1998,6,215360,0,0,1,0,0,0,0,0,0
1992,5,219066,0,1,1,0,0,0,0,0,0
2011,0,225613,0,0,1,0,0,0,0,0,0
1991,0,219093,0,0,0,0,0,0,0,0,0
1997,14,293266,0,0,1,0,0,0,0,0,0
2003,67,218973,0,0,1,0,0,0,0,0,0
2005,27,150040,0,0,1,0,0,0,0,0,0
2004,3,238586,0,0,1,0,0,0,0,0,0
1995,0,38000,0,0,0,0,0,0,0,0,0
2004,10,322733,0,0,1,0,0,0,0,0,0
1997,1,122573,0,0,1,0,0,0,0,0,0
2011,3,187093,0,0,1,0,0,0,0,0,0
2009,1,226840,0,1,1,0,0,0,0,0,0
1980,33,179200,0,1,1,0,0,0,0,0,0
2007,6,178920,0,0,1,0,0,0,0,0,0
2019,30,223080,0,0,1,0,0,0,0,0,0
2003,8,279266,1,0,1,0,0,0,0,0,0
2007,1,223053,0,0,1,0,0,0,0,0,0
2013,27,268946,0,1,1,0,0,0,0,0,0
2008,3,138160,0,0,1,0,0,0,0,0,0
2021,8,100306,0,0,1,0,0,0,0,0,0
2010,18,235040,1,0,1,0,0,0,0,0,0
1996,16,268906,0,1,1,0,0,0,0,0,0
2002,2,348560,1,0,1,0,0,0,0,0,0
2021,0,65726,0,0,0,0,0,0,0,0,0
2012,32,296640,0,0,1,0,0,0,0,0,0
1994,30,206933,0,1,1,0,0,0,0,0,0
1964,34,201426,0,0,1,1,0,0,0,0,0
2009,6,220266,1,1,1,0,0,0,0,0,0
1996,1,123960,0,0,1,0,0,0,0,0,0
2008,36,315253,0,1,1,0,0,0,0,1,0
2005,17,246093,0,0,1,0,0,0,0,0,0
2008,0,197733,1,0,0,0,0,0,0,0,0
2005,54,245333,0,0,1,0,0,0,0,0,0
2005,1,147214,0,0,1,0,0,0,1,0,0
1972,42,251293,0,0,1,0,0,0,0,0,0
2004,3,218600,0,1,1,0,0,0,0,0,0
1983,30,390767,0,0,1,0,0,0,0,0,0
2008,1,211066,0,0,1,0,0,0,0,0,0
1993,1,192066,0,0,1,0,0,0,1,0,0
2012,0,186996,0,0,1,0,0,0,0,0,0
2004,39,210866,0,1,1,0,0,0,0,0,0
1998,9,172466,0,1,1,0,0,0,0,1,0
2001,0,518813,0,0,1,0,0,0,0,0,0
2006,0,216066,0,0,0,0,0,0,0,0,0
1995,18,326440,0,1,1,0,0,0,0,0,0
1997,2,385880,0,0,1,0,0,0,0,0,0
2009,0,201431,0,0,0,0,0,0,0,0,0
2015,0,164075,0,0,0,0,0,0,0,0,0
1982,49,209213,0,0,1,0,0,0,0,0,0
2010,0,403957,0,0,0,0,0,0,0,0,0
2001,2,515666,0,0,1,0,0,0,0,0,0
2007,0,187546,0,0,0,0,0,0,0,0,0
2008,0,246240,1,0,0,0,0,0,0,0,0
2010,0,672053,0,0,0,0,0,0,0,0,0
2020,0,114416,0,1,0,0,0,0,0,0,0
1997,21,121066,0,1,1,0,0,0,0,0,0
2001,0,496000,0,0,0,0,0,0,0,0,0
1998,3,268866,0,0,1,0,0,0,0,0,0
2013,2,156973,0,0,1,0,0,0,0,0,0
1968,6,215066,0,0,1,0,0,0,0,0,0
1999,1,235226,0,0,1,0,0,0,0,0,0
2008,0,183333,0,0,0,0,0,0,0,0,0
2005,0,367580,0,0,0,0,0,0,0,0,0
1995,12,243666,0,0,1,0,0,0,0,0,0
1978,1,353129,0,0,1,1,0,0,0,0,0
1997,1,162866,0,0,1,0,0,0,0,0,0
2008,4,116793,0,1,1,0,0,0,0,1,0
2000,14,244666,0,0,1,0,0,0,0,0,0
2009,0,138173,0,0,0,0,0,0,0,0,0
2002,3,301266,0,1,1,0,0,0,0,1,0
2007,1,201960,0,0,1,0,0,0,0,0,0
1985,21,213533,0,1,1,0,0,0,0,0,0
1991,20,157333,0,0,1,0,0,0,1,0,0
2001,49,186488,0,0,1,0,0,0,0,0,0
2004,10,716400,0,1,1,0,0,0,0,0,0
2007,46,181133,0,1,1,0,0,0,0,0,0
1965,11,142181,0,0,1,0,0,0,0,0,0
1993,1,182733,0,0,1,0,0,0,0,0,0
1995,11,220493,0,0,1,0,0,0,0,0,0
2017,12,494506,0,0,1,0,0,0,0,0,0
1991,0,181000,0,1,0,0,0,0,0,0,0
2009,0,164480,0,0,0,0,0,0,0,0,0
2003,22,225626,0,0,1,0,0,0,0,0,0
2008,0,182226,0,0,0,0,0,0,0,0,0
1996,1,273946,0,0,1,0,0,0,0,0,0
2016,11,240080,0,0,1,0,0,0,0,0,0
2004,0,343421,0,0,0,0,0,0,0,0,0
2009,0,206836,0,0,0,0,0,0,0,0,0
2010,19,271373,0,0,1,0,0,0,0,0,0
2004,0,459280,0,0,0,0,0,0,0,0,0
2003,14,190706,0,1,1,0,0,0,0,0,0
1998,1,535506,0,0,1,0,0,0,0,0,0
2007,4,177306,0,0,1,0,0,0,0,0,0
1996,27,147760,0,0,1,0,0,0,0,0,0
1989,1,238400,0,0,1,0,0,0,1,0,0
2020,2,266752,0,1,1,0,0,0,0,0,0
1997,14,171280,0,0,1,0,0,0,0,0,0
1993,12,211306,1,0,1,0,0,0,0,0,0
2003,19,268946,0,0,1,0,0,0,0,0,0
1990,1,260373,0,1,1,0,0,0,0,0,0
2007,0,257440,0,0,0,0,0,0,0,0,0
2004,0,220880,0,0,0,0,0,0,0,0,0
2007,16,249200,1,0,1,0,0,0,0,0,0
1996,1,60306,0,0,1,0,0,0,0,0,0
2024,32,227986,0,0,1,0,0,0,0,0,0
1984,1,160000,0,0,1,0,0,0,0,0,0
2003,7,72173,1,0,1,0,0,0,0,0,0
2008,8,310213,0,0,1,0,0,0,0,0,0
1996,37,645426,0,0,1,0,1,0,0,0,0
2007,20,255800,0,0,1,0,0,0,0,0,0
2010,1,180480,0,0,1,0,0,0,0,0,0
1997,47,199573,0,1,1,0,0,0,0,0,0
2000,71,290426,1,0,1,0,0,0,0,0,0
1995,22,222533,0,1,1,0,0,0,0,1,0
2009,30,186306,0,0,1,0,0,0,0,0,0
1996,1,204573,0,0,1,0,0,0,0,0,0
2009,11,564960,0,0,1,0,0,0,0,0,0
1999,7,255373,0,0,1,0,0,0,0,0,0
2012,31,436413,0,1,1,0,0,0,1,0,0
2007,5,75933,0,0,1,0,0,0,0,0,0
2000,2,197973,0,0,1,0,0,0,0,0,0
2008,0,185000,0,0,0,0,0,0,0,0,0
2010,0,161360,0,0,0,0,0,0,0,0,0
1998,0,131039,0,0,0,0,0,0,0,0,0
2009,0,62306,0,0,0,0,0,0,0,0,0
2008,1,155200,0,0,1,0,0,1,0,0,0
1967,38,188493,0,1,1,0,0,0,0,0,0
2018,28,131480,0,0,1,0,0,0,0,0,0
2024,31,191800,0,0,1,0,0,0,0,0,0
2015,3,213040,0,1,1,0,0,0,0,0,0
2002,28,357780,0,0,1,0,0,0,0,0,0
2003,50,317013,0,0,1,0,0,0,0,0,0
2006,48,240120,0,0,1,0,0,0,0,0,0
1950,28,173336,0,0,1,0,0,0,0,0,0
1973,18,217973,0,0,1,0,0,0,0,0,0
2007,18,151826,0,1,1,0,0,0,0,0,0
2007,0,146520,0,0,0,0,0,0,0,0,0
2004,33,134346,0,1,1,0,0,0,0,0,0
2006,24,137972,1,0,1,0,0,0,0,0,0
2025,0,273098,0,0,0,0,0,0,0,0,0
2001,2,267000,0,0,1,1,0,0,0,0,0
2006,23,227613,1,0,1,0,0,0,0,0,0
2008,0,307320,0,0,0,0,0,0,0,0,0
1998,0,311533,0,0,0,0,0,0,0,0,0
1993,0,94000,0,0,0,0,0,0,0,0,0
2001,36,285293,0,0,1,0,0,0,0,0,0
2004,0,207093,0,0,0,1,0,0,0,0,0
2007,14,152680,0,0,1,0,0,0,0,0,0
1993,21,264640,1,0,1,0,0,0,0,0,0
2009,0,107562,0,0,0,0,0,0,0,0,0
2009,0,544453,0,1,0,0,0,0,0,0,0
2005,0,130360,0,0,0,0,0,0,0,0,0
2007,3,230080,0,0,1,0,0,0,0,0,0
1987,22,156693,0,1,1,0,0,0,0,0,0
2008,75,239920,0,0,1,0,0,0,0,0,0
1981,0,144066,0,0,0,0,0,1,0,0,0
2010,0,335426,0,0,0,0,0,0,0,0,0
2001,44,321093,0,0,1,0,0,0,0,0,0
2008,0,216933,0,0,0,0,0,0,0,0,0
2009,16,228573,0,1,1,0,0,0,0,0,0
1983,27,136333,0,0,1,0,0,0,0,0,0
1966,3,149493,0,0,1,1,0,0,0,0,0
1999,12,354893,1,0,1,0,0,0,0,0,0
2003,51,180466,0,0,1,0,0,0,0,0,0
1995,11,320960,0,0,1,0,0,0,0,0,0
2016,11,198253,0,0,1,0,0,0,0,0,0
2022,0,155440,0,0,0,0,0,0,1,0,0
2006,1,273080,0,0,1,0,0,0,0,0,0
2002,64,173693,1,0,1,0,0,0,0,0,0
1995,3,330773,0,0,1,0,0,0,0,0,0
1998,9,168640,0,1,1,0,0,0,0,0,0
2003,17,444360,0,0,1,0,1,0,0,0,0
2000,0,143013,0,0,0,0,0,0,0,0,0
1989,14,217533,0,0,1,0,0,0,0,0,0
1984,48,240986,0,1,1,0,0,0,1,0,0
1999,34,153106,0,0,1,0,0,0,0,0,0
2005,0,182893,0,0,0,0,0,0,0,0,0
2006,18,64293,0,0,1,0,0,0,0,0,0
2023,12,138158,0,1,1,0,0,0,0,0,0
2006,0,218844,0,0,0,0,0,0,0,0,0
1975,20,350640,0,0,1,1,0,0,0,0,0
2008,0,257093,0,0,0,0,0,0,0,0,0
2002,7,225066,0,0,1,0,0,0,0,0,0
1991,10,198133,0,0,1,0,0,0,0,0,0
2005,44,212653,0,0,1,0,0,0,0,0,0
2006,0,249520,0,0,0,1,0,0,0,0,0
2004,0,263280,0,0,0,0,0,0,0,0,0
1996,0,235493,0,0,0,1,0,0,0,0,0
1999,0,209306,0,0,0,0,0,0,0,0,0
1975,9,163160,0,0,1,0,0,0,0,0,0
1990,0,121106,0,0,0,0,0,0,0,0,0
2004,15,216893,0,0,1,0,0,0,0,0,0
2004,9,173546,0,1,1,0,0,0,0,0,0
1967,18,170546,0,0,1,1,0,0,1,0,0
2005,23,185440,0,0,1,0,0,0,0,0,0
1990,2,154671,0,0,1,0,0,0,1,0,0
1973,33,144720,0,0,1,0,0,0,0,0,0
2001,4,182266,0,0,1,0,0,0,0,0,0
2013,0,144600,0,0,0,0,0,0,0,0,0
1991,2,102733,0,1,1,0,0,0,0,0,0
2005,27,150040,0,0,1,0,0,0,0,0,0
2016,28,159000,0,0,1,0,0,0,0,0,0
1999,1,231373,0,0,1,0,0,0,0,0,0
2017,30,195253,0,0,1,0,0,0,0,0,0
2010,19,279333,0,0,1,0,0,0,0,0,0
2008,0,198266,0,0,0,1,0,0,1,0,0
1963,2,189464,0,0,1,1,0,0,0,0,0
2003,2,199960,0,0,1,0,0,0,0,0,0
1994,0,152026,0,0,0,0,0,0,0,0,0
2020,0,215720,0,0,0,0,0,0,0,0,0
2007,0,218973,0,0,0,0,0,0,0,0,0
1997,1,239373,0,0,1,0,0,0,0,0,0
2002,1,157546,0,0,1,0,0,0,0,0,0
2008,0,294000,0,0,0,0,0,0,0,0,0
2006,17,236466,0,0,1,0,0,0,0,0,0
1999,55,218173,0,0,1,0,0,0,0,0,0
2013,2,141853,0,0,1,0,0,0,0,0,0
2006,61,177946,1,1,1,0,0,0,0,1,0
2009,5,149013,0,1,1,0,0,0,0,0,0
2005,2,170906,1,0,1,0,0,0,0,0,0
1996,27,175798,0,0,1,0,0,0,0,0,0
2001,5,206093,0,0,1,0,0,0,0,0,0
2013,0,266506,0,0,1,0,0,0,0,0,0
1996,19,352840,0,0,1,0,0,0,0,0,0
2007,1,172493,0,0,1,0,0,0,0,0,0
1999,2,218826,0,0,1,0,0,0,0,0,0
2010,2,281480,0,0,1,0,0,0,0,0,0
2001,9,139998,0,1,1,0,0,0,0,1,0
2007,0,189173,0,0,0,0,0,0,0,0,0
1993,0,145026,0,0,0,0,0,0,0,0,0
2018,0,259360,0,0,0,0,0,0,0,0,0
2012,27,591800,0,0,1,0,0,0,0,0,0
2005,70,287906,0,0,1,0,0,0,0,0,0
2009,1,210506,0,0,1,0,0,0,0,0,0
1993,0,202789,0,0,0,0,0,0,1,0,0
2010,10,209573,0,0,1,0,0,0,0,0,0
1997,18,248000,0,0,1,0,0,0,0,0,0
2009,18,151600,0,0,1,0,0,0,0,0,0
1995,5,233493,0,1,1,0,0,0,1,0,0
2005,6,223506,0,0,1,0,0,0,0,0,0
2001,0,30026,1,0,0,0,0,0,0,0,0
2008,27,206493,0,0,1,0,0,0,0,0,0
1998,25,232760,0,1,1,0,0,0,0,0,0
1989,38,171266,0,0,1,0,0,0,0,0,0
2009,8,177000,0,0,1,0,0,0,0,0,0
2005,0,265493,0,0,0,0,0,0,0,0,0
2004,9,240199,0,0,1,0,0,0,0,0,0
1974,31,222013,0,0,1,0,0,0,0,0,0
2001,11,223956,0,0,1,0,0,0,0,0,0
1989,48,246306,0,1,1,0,1,0,0,0,0
2021,1,233314,0,0,1,0,0,0,0,1,0
1985,5,284493,0,0,1,0,0,0,0,0,0
2004,0,158133,0,0,0,0,0,1,0,0,0
2005,0,142800,0,0,0,0,0,0,1,0,0
1999,30,200040,0,0,1,0,0,0,0,0,0
1993,20,357306,0,0,1,0,0,0,0,0,0
1986,21,416800,0,0,1,0,0,0,0,0,0
2001,1,165826,0,0,1,0,0,0,0,0,0
2008,0,280600,0,0,0,0,0,0,1,0,0
2023,5,228806,0,1,1,0,0,0,1,0,0
1995,0,288266,0,0,0,0,0,0,0,0,0
2011,1,155880,0,0,1,0,0,0,0,0,0
2002,2,254200,0,0,1,0,0,0,0,0,0
1994,30,211266,0,1,1,0,0,0,0,0,0
1968,48,157346,0,1,1,0,0,0,0,0,0
2009,3,214826,0,0,1,0,0,0,0,0,0
1999,0,263173,0,0,0,0,0,0,0,0,0
2006,0,168250,0,0,0,0,0,0,1,0,0
2008,17,274880,0,1,1,0,0,0,0,1,0
2007,29,516613,0,0,1,0,0,0,0,0,0
1994,0,95066,0,0,0,0,0,0,0,0,0
1996,4,219866,0,0,1,0,0,0,0,0,0
2000,47,230600,0,1,1,0,0,0,0,0,0
2002,0,212973,0,0,0,0,0,0,0,0,0
2019,3,145733,0,1,1,0,0,0,0,0,0
1996,37,249333,0,0,1,0,1,0,0,0,0
2008,0,219400,0,0,0,0,0,0,0,0,0
2015,8,637173,0,1,1,0,0,0,1,0,0
2004,0,132911,0,0,0,0,0,0,0,0,0
2009,22,186866,0,0,1,0,0,0,0,0,0
2005,10,195373,0,0,1,0,0,0,0,0,0
2009,7,205320,0,1,1,0,0,0,0,0,0
2010,0,184493,0,1,1,0,0,0,0,0,0
2019,2,220056,1,0,1,0,0,0,0,0,0
1966,9,165093,0,1,1,0,0,0,0,0,0
2010,16,283160,0,0,1,0,0,0,0,0,0
2003,1,218266,0,1,1,0,0,0,0,0,0
2009,72,234360,0,1,1,0,0,0,0,1,0
2011,10,166026,0,0,1,0,0,0,0,0,0
1994,0,171000,0,1,0,0,0,0,0,1,0
2007,10,261026,0,0,1,0,0,0,0,0,0
1992,40,193693,0,0,1,0,0,0,0,0,0
2024,33,228826,0,0,1,0,0,0,0,0,0
2000,1,311826,0,0,1,0,0,0,0,0,0
1992,18,122800,0,0,1,0,0,1,0,0,0
2008,13,233146,0,0,1,0,0,0,0,0,0
2008,0,152573,0,0,1,0,0,0,0,0,0
2009,28,236720,0,0,1,0,0,0,0,0,0
1975,54,256800,0,1,1,0,0,0,0,0,0
1990,29,225160,0,1,1,0,0,0,1,0,0
2015,6,401240,0,1,1,0,0,0,0,0,0
2002,26,169733,0,0,1,0,0,0,0,0,0
2005,0,239187,0,0,0,0,0,0,0,0,0
1967,20,121026,0,0,1,0,0,0,1,0,0
1997,0,223066,0,0,0,1,0,0,0,0,0
2000,16,209600,1,0,1,0,0,0,0,0,0
1996,1,172066,0,0,1,0,0,0,0,0,0
1968,25,246426,0,0,1,0,1,0,0,0,0
2005,32,195106,0,1,1,0,0,0,0,1,0
1999,1,127400,0,0,1,0,0,0,0,0,0
1985,15,237360,0,0,1,0,0,0,0,0,0
2013,1,254360,0,0,1,0,0,0,0,0,0
2003,0,71266,0,0,0,0,0,0,0,0,0
1989,18,185506,0,0,1,0,0,0,0,0,0
2006,4,249226,0,0,1,0,0,0,1,0,0
2009,0,152520,0,0,0,0,0,0,0,0,0
1998,0,207160,0,0,1,0,0,0,0,0,0
1999,12,88266,0,1,1,0,0,0,0,0,0
2000,4,298106,0,0,1,0,0,0,0,0,0
1964,2,133129,0,0,1,1,0,0,1,0,0
1965,29,163979,0,1,1,0,0,0,0,0,0
1983,23,259493,0,0,1,0,0,0,0,0,0
1994,18,234373,0,0,1,0,0,0,0,0,0
2007,32,212973,0,0,1,0,0,0,0,0,0
2008,4,248800,0,0,1,0,0,0,0,0,0
2002,1,297613,0,1,1,0,0,0,0,0,0
2003,54,411947,0,1,1,0,0,0,0,0,0
2014,2,225960,0,0,1,1,0,0,0,0,0
2006,46,272053,1,0,1,0,0,0,0,0,0
2009,30,211680,1,0,1,0,0,0,0,0,0
1998,0,231013,0,1,0,0,0,0,0,0,0
2007,1,203133,0,0,1,0,0,0,0,0,0
2003,50,176160,1,1,1,0,0,0,0,0,0
2009,35,240213,0,0,1,0,0,0,0,0,0
2013,16,218773,0,0,1,0,0,0,0,0,0
1968,0,147711,0,0,0,0,0,0,0,0,0
1996,21,521573,0,0,1,0,1,0,0,0,0
2023,0,196837,0,0,0,0,0,0,1,0,0
2007,1,37773,0,0,1,0,0,0,0,0,0
2006,2,320533,0,0,1,0,0,0,0,0,0
2007,56,253706,1,0,1,0,0,0,0,0,0
2005,8,242120,0,0,1,0,0,0,0,0,0
1967,28,241800,0,0,1,0,0,0,0,0,0
2008,0,269840,0,0,0,0,0,0,0,0,0
2007,3,245786,0,0,1,0,0,0,0,0,0
2015,0,238333,0,0,0,0,0,0,0,0,0
2005,58,285453,1,0,1,0,0,0,0,0,0
2013,47,341800,0,1,1,0,0,0,0,0,0
2007,0,486666,0,0,0,0,0,0,0,0,0
2010,0,253733,0,0,0,0,0,0,0,0,0
2006,4,200840,0,0,1,0,0,0,0,0,0
1996,11,225173,0,0,1,0,0,0,0,0,0
1974,11,365960,0,1,1,0,0,0,1,0,0
1997,0,207973,0,0,0,0,0,0,1,0,0
1997,10,250133,1,0,1,0,0,0,0,0,0
2008,0,344800,0,0,0,0,0,1,0,0,0
2011,0,122706,0,0,0,0,0,0,0,0,0
2007,32,197106,0,0,1,0,0,0,0,0,1
1995,3,180600,0,0,1,0,0,0,0,0,0
2023,1,196880,0,0,1,0,0,0,0,0,0
1979,8,300306,0,0,1,0,0,0,0,0,0
2005,43,261826,0,0,1,0,0,0,0,0,0
2006,8,263333,0,0,1,0,0,0,0,0,0
1983,9,171506,0,0,1,0,0,0,0,0,0
2004,0,300560,0,0,0,0,0,0,0,0,0
2009,7,171586,0,0,1,0,0,0,0,0,0
2005,58,240040,0,1,1,0,0,0,0,0,0
2008,4,157733,0,0,1,0,0,0,0,0,0
2003,8,123613,0,0,1,0,0,0,0,0,0
2010,75,224093,0,0,1,0,0,0,0,0,0
2004,3,249506,0,0,1,0,0,0,0,0,0
1994,2,301160,0,0,1,0,0,0,0,0,0
2009,32,279986,0,1,1,0,0,0,0,1,0
2004,0,260240,0,0,0,0,0,0,0,0,0
2006,0,287480,0,0,1,0,0,0,0,0,0
2005,8,113000,0,0,1,0,0,0,0,0,0
1984,30,212360,0,0,1,0,0,0,0,0,0
2018,0,431264,0,0,0,0,0,0,0,0,0
2008,19,178146,0,0,1,0,0,0,0,0,0
1984,20,225093,0,1,1,0,0,0,0,0,0
2001,54,245360,0,0,1,0,0,0,0,0,0
2023,1,200000,0,0,1,0,0,0,0,0,0
2004,9,242733,1,0,1,0,0,0,0,0,0
2010,5,239666,0,0,1,0,0,0,0,0,0
2010,29,202455,0,1,1,0,0,0,0,0,0
2006,0,161586,0,0,0,0,0,0,0,0,0
2020,29,204000,0,0,1,0,0,0,0,0,1
1992,12,211333,0,1,1,0,0,0,0,0,0
2006,1,252640,0,0,1,0,0,0,0,0,0
1996,27,167933,0,0,1,1,0,0,0,0,0
2006,0,183360,0,0,0,0,0,0,0,0,0
2011,19,114573,0,0,1,0,0,0,0,0,0
2009,0,208608,0,0,1,0,0,0,0,0,0
2009,5,384186,0,0,1,1,0,0,0,0,0
1998,3,398040,0,0,1,0,0,0,0,0,0
2010,0,493917,0,0,0,0,0,0,0,0,0
2005,18,302893,0,0,1,0,0,0,0,0,0
1990,4,211693,0,0,1,0,0,0,0,0,0
1999,8,287826,0,0,1,0,0,0,0,0,0
2023,30,219000,0,0,1,0,0,0,0,0,0
2001,6,285466,0,0,1,0,0,0,0,0,0
1997,0,102133,0,0,0,0,0,0,0,0,0
1998,17,384840,0,0,1,0,0,0,1,0,0
2009,0,281142,0,0,0,0,0,0,0,0,0
2001,7,1071826,0,0,1,0,0,0,0,1,0
2003,80,228706,0,0,1,0,0,0,0,0,0
2003,0,329999,0,0,0,0,0,0,0,0,0
2000,6,103360,0,0,1,0,0,1,0,0,0
1994,1,198933,0,0,1,0,0,0,0,0,0
2006,5,248372,1,0,1,0,0,0,0,0,0
2005,4,391012,0,0,1,0,0,0,0,0,0
2003,6,190293,0,0,1,0,0,0,0,0,0
1999,1,326626,0,0,1,1,0,0,0,0,0
2007,12,212933,0,1,1,0,0,0,0,0,0
1994,31,271666,0,0,1,0,0,0,0,0,0
1996,6,148706,0,0,1,0,0,0,0,0,0
1959,0,174746,0,0,0,0,0,0,0,0,0
2011,1,214906,0,1,1,0,0,0,0,0,0
1975,41,338520,0,0,1,1,0,0,0,0,0
2009,4,379200,0,0,1,1,0,0,0,0,0
1987,0,179306,0,0,0,0,0,0,0,0,0
2005,3,170813,0,1,1,0,0,0,0,0,0
2002,0,328973,0,0,0,0,0,0,0,0,0
1953,1,138787,0,0,1,0,0,0,0,0,0
2000,2,184346,0,0,1,0,0,0,0,0,0
2007,8,205093,0,0,1,0,0,0,0,0,0
1977,35,305866,0,1,1,0,0,0,0,0,0
2003,0,232026,0,0,0,0,0,0,0,0,0
2018,9,461240,0,0,1,0,0,0,0,0,0
2006,49,251600,0,1,1,0,0,0,0,0,0
2004,85,222973,0,1,1,0,0,0,0,0,0
2003,1,214506,0,0,1,0,0,0,0,0,0
1970,25,381240,0,0,1,0,0,0,0,0,0
1955,3,144520,0,0,1,0,0,0,0,0,0
2008,32,199693,0,1,1,0,0,0,0,0,0
1980,21,63600,0,0,1,0,0,0,0,0,0
2006,4,230080,0,1,1,0,0,0,0,0,0
2000,25,247760,0,0,1,0,0,0,0,0,0
2010,21,214733,0,0,1,0,0,0,0,0,0
1995,0,218106,0,0,1,0,0,0,0,0,0
2001,0,433973,0,0,0,0,0,0,0,0,0
2006,1,154466,0,0,1,0,0,0,0,0,0
1983,23,278466,0,1,1,0,0,0,0,0,0
1970,23,155973,0,0,1,0,0,0,1,0,0
2002,0,165746,0,0,0,0,0,0,0,0,0
2006,9,371040,0,0,1,1,0,0,0,0,0
2010,4,214146,0,1,1,0,0,0,0,0,0
1991,2,295160,0,1,1,0,0,0,0,0,0
2006,7,253988,0,1,1,0,0,0,0,0,0
2021,43,189282,0,0,1,0,0,0,0,0,0
2001,11,222920,0,1,1,0,0,0,0,0,0
1969,13,172146,0,1,1,0,0,0,0,0,0
1970,3,179333,0,0,1,0,0,0,0,0,0
2008,2,117693,0,1,1,0,0,0,0,0,0
1978,42,303760,0,0,1,0,0,0,0,0,0
2011,0,153746,0,0,1,0,0,0,0,0,0
2023,0,237948,0,0,0,0,0,0,0,0,0
2009,16,168253,0,0,1,0,0,0,0,0,0
2006,63,236680,0,0,1,0,0,0,0,0,0
2003,4,239600,0,0,1,0,0,0,0,0,0
1998,12,134000,0,0,1,0,0,0,0,0,0
2015,15,232761,1,0,1,0,0,0,0,0,0
2001,27,250600,0,1,1,0,0,0,0,0,0
2010,6,130813,0,0,1,0,0,0,0,0,0
1997,28,258359,0,0,1,0,0,0,0,0,0
2005,18,311413,0,0,1,0,0,0,0,0,0
2006,14,414013,0,0,1,0,0,0,0,0,0
2020,2,252253,0,0,1,0,0,0,0,0,0
2009,0,180560,0,0,0,0,0,0,0,0,0
2008,61,284546,0,1,1,0,0,0,0,0,0
1992,0,320600,0,0,0,0,0,0,0,0,0
2001,4,228586,0,1,1,0,0,0,0,1,0
2005,18,224280,0,1,1,0,0,0,0,0,0
1988,42,340213,0,1,1,0,0,0,0,0,0
2006,8,216546,0,0,1,0,0,0,0,0,0
2003,41,241466,0,1,1,0,0,0,0,0,0
1997,1,96256,0,0,1,0,0,0,0,0,0
2012,1,167973,0,0,1,0,0,0,0,0,0
1998,3,279226,0,1,1,0,0,0,0,0,0
2009,0,141746,0,1,0,0,0,0,0,1,0
2002,8,388645,0,0,1,0,0,0,0,0,0
1999,22,235906,0,0,1,0,0,0,0,0,0
2019,0,230080,0,1,0,0,0,0,0,0,0
2005,13,261946,0,0,1,0,0,0,0,0,0
1998,1,198933,0,0,1,0,0,0,0,0,0
1973,1,171874,0,0,1,0,0,0,0,0,0
2005,9,238533,0,0,1,0,0,0,0,0,0
1971,23,283226,0,0,1,0,0,0,0,0,0
1989,0,266066,0,0,0,0,0,0,1,0,0
1994,76,329800,0,0,1,0,0,0,0,0,0
2014,7,173725,0,0,1,0,0,0,0,0,0
2009,26,184053,0,1,1,0,0,0,1,0,0
1999,5,255440,0,1,1,0,0,0,0,0,0
1970,10,216106,0,1,1,0,0,0,1,0,0
1973,12,162533,0,1,1,0,0,0,1,0,0
1998,10,124160,0,0,1,0,0,0,0,0,0
2010,26,339600,0,0,1,0,0,0,0,0,0
2001,23,321346,1,0,1,0,0,0,0,0,0
2009,5,342047,0,0,1,0,0,0,0,0,0
1987,3,168800,0,0,1,1,0,0,0,0,0
1999,41,114040,0,1,1,0,1,0,0,0,0
1994,0,263933,0,0,0,0,0,0,0,0,0
2000,27,426000,0,1,1,0,1,0,0,0,0
2008,0,161750,0,0,0,0,0,0,0,0,0
2000,4,249382,0,0,1,0,0,0,0,0,0
1979,3,195626,0,1,1,0,0,0,0,0,0
1975,35,252760,0,0,1,0,0,0,0,0,0
2011,0,128066,0,0,0,0,0,0,0,0,0
1990,20,287066,0,0,1,0,0,0,0,0,0
2008,0,207099,0,0,0,0,0,0,0,0,0
2012,0,187240,0,0,0,0,0,0,0,0,0
2005,40,288466,0,1,1,0,0,0,0,0,0
1963,62,140000,0,0,1,0,0,0,0,0,0
2004,8,239266,0,1,1,0,0,0,0,0,0
1991,1,143533,0,1,1,0,0,0,0,0,0
2009,17,270013,0,1,1,0,0,0,0,0,0
2001,0,233600,0,0,0,0,0,0,0,0,0
1997,22,257600,0,0,1,0,0,0,0,0,0
1999,33,258266,0,1,1,0,0,0,0,0,0
2010,31,190653,0,0,1,0,0,0,0,0,0
2003,71,217733,0,0,1,0,0,0,0,0,0
1999,9,316493,0,0,1,0,0,0,0,0,0
2008,14,215978,0,0,1,0,0,0,0,0,0
