spotify_title,spotify_artist,release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot,cluster
Hel Vete,Finntroll,2006,12,255040,0,0,1,0,0,0,0,0,0,4
If I Run,Semisonic,1996,19,256906,0,1,1,0,0,0,0,0,0,0
Heart of the City,Willie Clayton,2006,0,238400,0,0,0,0,0,0,1,0,0,7
Two Tickets to Paradise (2022 Remaster),Eddie Money,1977,57,240419,0,1,1,0,0,0,0,0,0,2
"Exaltation - Live at Stubb's, Austin, TX - February 2005",Matisyahu,2005,28,417666,0,0,1,0,0,0,0,0,0,4
Punchdrunk,Béla Fleck,1982,5,159000,0,0,1,0,0,0,0,0,0,4
"Brother - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,1996,51,327266,0,1,1,0,0,0,0,0,0,2
Shake Some Action,Cracker,1995,25,265400,0,1,1,0,0,0,0,0,0,0
El Mes Alt,Sapo,2003,0,219693,0,0,0,0,0,0,0,0,0,4
Nun singet und seid froh,Traditional,2019,2,123533,0,0,1,0,0,0,0,0,0,4
Ascolta mio dio - Ti prego,The Charms,2020,0,130813,0,0,1,0,0,0,0,0,0,0
Friends In Fall River - Bonus Track,Silverstein,2003,25,198800,0,1,1,0,0,0,0,0,0,0
I Love You More Than You'll Ever Know,Donny Hathaway,1973,43,320280,0,0,1,0,0,0,0,0,0,4
Morena Boca De Ouro,Jongo Trio,2002,0,165200,0,0,0,0,0,0,0,0,0,4
Road Warrior's Lament - Live from San Francisco,Kristopher Kristofferson,2003,3,259680,0,0,1,0,0,0,0,0,0,4
Talk About Us,Jennifer Lopez,1999,20,274466,0,0,1,0,0,0,0,0,0,0
Señora,Francisco Céspedes,1998,52,204533,0,0,1,0,0,0,0,0,0,4
Sosa,AZ,1998,46,125373,1,0,1,0,0,0,0,0,0,3
Gangster Of Love,Chris Farlowe,2024,0,242880,0,0,0,0,0,0,1,0,0,7
"Der Wind hat mir ein Lied erzählt - From ""La Habanera""",Quadro Nuevo,2002,1,221026,0,0,1,0,0,0,0,0,0,4
Yippiyo-Ay,The Presets,2008,21,272520,0,0,1,0,0,0,0,1,0,8
Sometimes,Tanto Metro & Devonte,2005,0,298266,0,0,0,0,0,0,0,0,0,4
I'm Just Wonderin' Part 2,Jimmy Witherspoon,2006,0,147693,0,0,0,1,0,0,1,0,0,5
My Life Would Suck Without You,Kelly Clarkson,2009,63,211493,0,0,1,0,0,0,0,0,0,0
What'd I Say,Donnie Brooks,1961,0,169174,0,0,0,0,0,0,0,0,0,4
J'l'ai pas dit,Edgar Bori,2009,0,266173,0,0,0,0,0,0,0,0,0,4
Whatever's Cool With Me - 2019 Remaster,Dinosaur Jr.,1991,16,274226,0,1,1,0,0,0,0,0,0,0
Creeper Kamikaze,The Exies,2003,16,201826,0,0,1,0,0,0,0,0,0,4
Hallelujah - Triumphant Album Version,The Nelons,1994,0,130266,0,0,0,0,0,0,0,0,0,4
Winter (Four Seasons),Ulytau,2013,27,236106,0,0,1,0,0,0,0,0,0,4
Falling Bombs,Bigelf,2003,1,298146,0,0,1,0,0,0,0,0,0,4
Ja,2raumwohnung,2007,8,297146,0,0,1,0,0,0,0,0,0,0
Wa'ahila - Instrumental,Ray Kane,2003,8,152120,0,0,1,0,0,0,0,0,0,4
Seuraavassa elämässä,Kaija Koo,1995,31,225999,0,1,1,0,0,0,0,0,0,0
No More Blues (Chega de Saudade),Eliane Elias,1992,2,518080,0,0,1,1,0,0,0,0,0,5
Wave,Dave Eggar,2002,0,225040,0,0,0,0,0,0,0,0,0,4
Bed Crumbs,Fudge Tunnel,1991,32,137893,0,0,1,0,0,0,0,0,0,4
Error,Babylon Disco,2007,0,208906,0,0,0,0,0,0,0,0,0,4
Closed Eyes,Bury Your Dead,2009,9,290626,0,0,1,0,0,0,0,0,0,4
Le gardien de musée,Les Blaireaux,2007,1,233800,0,0,1,0,0,0,0,0,0,0
Chanson Réaliste,Acorps de Rue,2008,4,194800,0,0,1,0,0,0,0,0,0,0
Poppin' Them Thangs,G-Unit,2003,68,240800,1,0,1,0,0,0,0,0,0,3
Serve The Ego,Jewel,2001,15,298226,0,1,1,0,0,0,0,1,0,8
American Journey: IV. Arts and Sports,John Williams,2013,5,158373,0,0,1,0,0,0,0,0,0,4
Going Home,IZZY,2000,9,278800,0,0,1,0,0,0,0,0,0,0
The President's Speech - Instrumental,James Horner,1998,5,269800,0,0,1,0,0,0,0,0,0,4
(I'd Be) A Legend In My Time,Don Gibson,1960,18,144533,0,0,1,0,0,0,0,0,0,4
Bury Your Head,Saosin,2006,41,214453,0,0,1,0,0,0,0,0,0,0
Big Guys Throw Cones,Our Time Down Here,2009,1,75506,1,0,1,0,0,0,0,1,0,8
Damien,DMX,1998,54,222160,1,0,1,0,0,0,0,0,0,3
I've Won (Introduction - Speaking) - Halleulujah Live Album Version,The Nelons,1995,0,92000,0,0,0,0,0,0,0,0,0,4
Still In Love,Nick Cave & The Bad Seeds,2003,21,284173,0,1,1,0,0,0,0,0,0,2
Sencillamente,Bersuit Vergarabat,2005,55,307306,0,1,1,0,0,0,0,0,0,2
Trong Com - Heaven And Earth/Soundtrack Version,Kitaro,1993,6,43546,0,0,1,0,0,0,0,0,0,4
Mudhump,C-Side & Petit Mal,2000,0,212453,0,0,0,0,0,0,0,0,0,4
Railroad Boogie,Pee Wee King,2015,0,161826,0,0,0,0,0,0,0,0,0,4
Colonel Brown - 1999 Remaster,Tomorrow,1999,5,173426,0,0,1,0,0,0,0,0,0,4
Eu vi a maquina voadora,Silvério Pessoa,2006,1,364493,0,0,1,0,0,0,0,0,0,4
The Flame,Chimaira,2007,16,323134,1,0,1,0,0,0,0,0,0,3
I Will Always Love You,Deborah Allen,2022,0,193066,0,0,1,0,0,0,0,0,0,0
Giulia sta bene,Giulia Calì,2016,0,169784,0,0,0,0,0,0,0,0,0,4
Murderous Style,X-Static,2022,1,263013,0,0,1,0,0,0,0,0,0,4
"Music Reach (1,2,3,4)",The Prodigy,1992,38,252093,0,1,1,0,0,0,0,0,0,2
My Greatest Desire - Remastered,Faye Adams,2021,0,143920,0,0,0,0,0,0,1,0,0,7
The Tide Is High - Original,John Holt,2006,1,170500,0,1,1,0,0,0,0,0,0,2
You're Welcome to Tonight - Duet with Lynn Anderson,Gary Morris,1990,7,228600,0,0,1,0,0,0,0,0,0,0
He Put The Hurt On Me,Tina Britt,1969,0,178160,0,0,0,0,0,0,0,0,0,4
I'm Not Done,Fever Ray,2009,28,257665,0,0,1,0,1,0,0,0,0,1
Bo Diddley,The Animals,1988,0,463493,0,1,0,0,0,0,0,0,0,2
Close Up,Charles Williams,2009,0,64253,0,0,0,0,0,0,0,0,0,4
The truth is true,Mncedisi Mqwayo,2023,0,262452,1,0,0,0,0,0,0,0,0,3
Ignis,Floor,2010,0,146893,0,0,0,0,0,0,0,0,0,4
La Sitiera,Roberto Torres,1975,5,228973,0,0,1,1,0,0,0,0,0,5
It Must Be,David Martin,2007,0,286440,0,0,0,0,0,0,0,0,0,4
Shadow,Warren Barfield,2006,6,207520,0,0,1,0,0,0,0,0,0,4
Teenage Baby,T-Bone Walker,1991,17,124266,0,0,1,1,0,0,1,0,0,5
Big Business,Dilated Peoples,2004,8,149853,1,0,1,0,0,0,0,0,0,3
Get on Top,Red Hot Chili Peppers,1999,50,198066,1,1,1,0,0,0,0,0,0,3
Ice Cream Man,Martin Sexton,2002,5,358346,0,0,1,0,0,0,0,0,0,4
Raising Children,The Race,2006,0,225880,0,0,0,0,0,0,0,0,0,4
Hero In A Dream,Ensiferum,2008,27,220093,0,0,1,0,0,0,0,0,0,4
No Seamos Tontos,Yahir,2006,2,216813,0,0,1,0,0,0,0,0,0,0
Mumbo Jumbo,Chris Standring,2006,21,257600,0,0,1,1,0,0,0,0,0,5
De Bombacha Y Alpargatas,Chango Spasiuk,1996,5,131573,0,0,1,0,0,0,0,0,0,4
Epilog,Neviss,2003,0,53405,0,1,0,0,0,0,0,0,0,2
Moon Going Down,Charley Patton,1990,2,193855,0,0,1,0,0,0,1,0,0,7
Everything You Touch Is A Song,The Winans,1993,24,323026,0,0,1,0,0,0,0,0,0,4
My First Day At School,Brian Dullaghan,2007,0,116706,0,0,0,0,0,0,0,0,0,4
Slimy Little Troll,Mack and Jamie,2002,0,66440,0,0,0,0,0,0,0,0,0,4
It's a Long Road (Theme from First Blood),Jerry Goldsmith,1982,35,204720,0,0,1,0,0,0,0,0,0,4
A Brazilian in New York,Luiz Bonfá,2005,21,305666,0,0,1,1,0,0,0,0,0,5
Why Do All Girls Think They're Fat,Reel Big Fish,1995,3,141240,0,0,1,0,0,0,0,0,0,0
Der Kommissar - 1,Der Plan,2005,0,27360,0,0,0,0,1,0,0,0,0,1
Walk With Me,Angella Christie,1996,9,350533,0,0,1,1,0,0,0,0,0,5
The Contracting Perception Of Consciousness,Rui Da Silva,2006,0,448626,0,0,0,0,1,0,0,0,0,1
Her Golden Robe in Silence Veiled,Autumnblaze,1999,0,286400,0,0,0,0,0,0,0,0,0,4
I Got Stripes (with George Jones),Johnny Cash,1979,30,136640,0,1,1,0,0,0,0,0,0,2
Once Around The Ride,Cinderella,1986,29,201066,0,1,1,0,0,0,0,0,0,2
Same Old Song - Live,Kris Kristofferson,2024,9,184686,0,1,1,0,0,0,0,0,0,2
No Survivors,Speedball,2009,3,212400,0,0,1,0,0,0,0,0,0,4
The Greed of Our Stare,Hatesex,2005,2,307866,0,0,1,0,0,0,0,0,0,4
Two Little Fishes Five Loaves Of Bread,Sister Rosetta Tharpe,1956,8,153866,0,0,1,0,0,0,1,0,0,7
Segredo,João Gilberto,1999,22,195466,0,0,1,1,0,0,0,0,0,5
"I, Destructor - Lenny Dee Mix",Ultraviolence,1994,0,367160,0,0,0,0,0,0,0,0,0,4
Bedroom Acoustics,Muse,2001,21,156966,0,1,1,0,0,0,0,0,0,2
Deep Sea Creature,Mastodon,2006,17,280893,0,1,1,0,0,0,0,0,0,2
When I Was a Cowboy (Western Plains),Jim Kweskin,1967,2,208906,0,0,1,0,0,0,0,0,0,4
Story of an Artist,Daniel Johnston,2006,37,311546,0,1,1,0,0,0,0,0,0,0
Murder One,Bone Thugs-N-Harmony,2000,21,255733,1,0,1,0,0,0,0,0,0,3
Theresa,Portable,2009,0,362671,0,0,0,0,0,0,0,0,0,4
If I...,Foxy Brown,1996,23,222866,1,0,1,0,0,0,0,0,0,3
On My Feet Again,Utopia,2009,0,240546,0,0,0,0,0,0,0,0,0,4
No Quieras Marcharte - Remastered 2005,Los Chichos,1984,5,191706,0,0,1,0,0,0,0,0,0,0
Sajana,Niraj Chag,2002,9,234092,0,0,1,0,0,0,0,0,0,4
Ad Te Clamamus Exsvles Mortva Liberi,Enthroned,2010,1,89400,0,0,1,0,0,0,0,0,0,4
Jump Start,String Trio Of New York,1998,0,406840,0,0,0,1,0,0,0,0,0,5
Cajun Blood,Jo-El Sonnier,2022,3,232986,0,0,1,0,0,0,0,0,0,0
Danny Boy,Hank Locklin,2003,5,146840,0,0,1,0,0,0,0,0,0,4
Råskevärsrock,Bröderna Djup,1992,23,126666,0,0,1,0,0,0,0,0,0,0
Old Broom,Wailing Souls,1900,16,199293,0,0,1,0,0,0,0,0,0,2
Good Looking Girl Blues,Furry Lewis,2024,1,173081,0,0,1,0,0,0,1,0,0,7
Poikamies - 2009,Murskahumppa,2009,0,145933,0,0,0,0,0,0,0,0,0,4
This This,Nicole C. Mullen,2004,6,164840,0,1,1,0,0,0,0,0,0,2
"Que Cosas, Que Cosas",Gloria Lasso,2008,0,160706,0,0,0,0,0,0,0,0,0,4
Drive By Music,Outerspace,2006,3,200906,1,0,1,0,0,0,0,0,0,3
On the Brink,Dinosaur Jr.,1994,18,194400,0,1,1,0,0,0,0,0,0,0
Damit Du Dich in mich verliebst,Lara,2009,0,193000,0,0,0,0,0,0,0,0,0,4
Consuelate Como Yo,Los Van Van,2003,17,263600,0,0,1,0,0,0,0,0,0,4
Ruby D.,Les Sexareenos,2001,10,98960,0,1,1,0,0,0,1,0,0,7
Enero en la playa,Facto Delafe y las flores azules,2005,36,315826,0,0,1,0,0,0,0,1,0,8
A Costa De Galicia,Sharon Shannon,2000,9,204186,0,1,1,0,0,0,0,0,0,2
Motindo Na Yo Te,FRANCO,1987,0,188466,0,0,0,0,0,0,0,0,0,4
History,Michael Jackson,1995,42,397533,0,0,1,0,0,0,0,0,0,4
New York,Sex Pistols,1977,32,185506,1,1,1,0,0,0,0,0,0,3
For Your Eyes Only - Remastered,Pinchers,1987,27,195808,0,1,1,0,0,0,0,0,0,2
Anillo de Compromiso,Antonio Bribiesca,2018,13,225146,0,0,1,0,0,0,0,0,0,4
Outro Duction,Marcus Miller,2005,5,49746,0,0,1,1,0,0,0,0,0,5
San Xuanón - En Directo,Hevia,2016,1,240280,0,0,1,0,0,0,0,0,0,4
習慣兩個人,Jerry Yan,2010,13,252173,0,0,1,0,0,0,0,0,0,0
Crimson and Clover (Single Version),Tommy James & The Shondells,2021,59,208666,0,1,1,0,0,0,0,0,0,0
Mele Wich Ayee,Bally Sagoo,1990,0,368835,0,0,0,0,0,0,0,0,0,4
Le zoo de Vincennes,Bénabar,2003,8,235320,0,1,1,0,0,0,0,0,0,0
Faithful and True,Z.Z. Hill,1971,0,192903,0,0,0,0,0,0,1,0,0,7
Oh Oh Oh Baby (Original Mix),The Checkers,2018,0,147028,0,0,0,0,0,0,0,0,0,4
Barrage,Charles Williams,2009,0,91106,0,0,0,0,0,0,0,0,0,4
Adiós... Borrón y Cuenta Nueva,Los Iracundos,1986,18,258986,0,0,1,0,0,0,0,0,0,0
Out Of Reach,John Mayall & The Bluesbreakers,2006,39,282986,0,1,1,0,0,0,1,0,0,7
Christina Christina Blues,Champion Jack Dupree,1991,0,200800,0,0,0,0,0,0,1,0,0,7
Til The Victory's Won,Vanessa Bell Armstrong,2007,2,231493,0,0,1,0,0,0,0,0,0,4
Tell Me Why,Dave Hollister,2006,11,305720,0,0,1,0,0,0,0,0,0,4
"Dance, Gypsy, Dance",Arthur Tracy,2011,0,163360,0,0,0,0,0,0,0,0,0,4
Love Theme from Twin Peaks - Instrumental,Angelo Badalamenti,1990,35,304066,0,0,1,1,0,0,0,0,0,5
Subterranean Homesick Alien,Radiohead,1997,62,267693,0,1,1,0,0,0,0,1,0,8
Lullaby,Seamus Egan,2006,2,205293,0,0,1,0,0,0,0,0,0,4
Alguna Vez,La Portuaria,1993,13,147960,0,1,1,0,0,0,0,0,0,2
It's Not Me,3 Doors Down,2005,30,194266,0,1,1,0,0,0,0,0,0,2
The Majesty Of Rock,Spinal Tap,1992,20,235440,0,0,1,0,0,0,0,0,0,4
Fausse monnaie,Gus Viseur,2015,15,180280,0,0,1,1,0,0,0,0,0,5
Strange Thing - 2001 Remastered Version,Buzzcocks,1979,17,250400,0,1,1,0,0,0,0,0,0,0
I Live to Be Hated,GG Allin,2006,2,185546,1,0,1,0,0,0,0,0,0,3
Ma Rainey's Black Bottom,Maxayn Lewis,2020,23,134026,0,0,1,0,0,0,0,0,0,4
Journey to Love,Stanley Clarke,1975,15,294520,0,0,1,1,0,0,0,0,0,5
I Want It,Zombie Girl,2006,19,260546,0,0,1,0,0,0,0,0,0,4
Blaue Matrosen,Der Moderne Man,2011,11,183292,0,0,1,0,0,0,0,0,0,4
Chariots Of Fire,Dino,1988,1,245400,0,0,1,0,0,0,0,0,0,4
Rotting Fumes,Hemdale,2002,4,107573,0,0,1,0,0,0,0,0,0,4
Mais la vie,Maurane,2003,19,198880,0,0,1,0,0,0,0,0,0,0
Doggin' Around,Rita Chiarelli,2011,0,237786,0,0,0,0,0,0,1,0,0,7
Talk Dem a Talk,Kiprich,2013,0,158437,0,0,0,0,0,0,0,0,0,4
Walk Away,Christina Aguilera,2002,42,347400,0,0,1,0,0,0,0,0,0,0
流沙,David Tao,1997,62,242560,0,0,1,0,0,0,0,0,0,0
Roger Milla,Pepe Kalle,1992,35,369480,0,0,1,0,0,0,0,0,0,4
Forever Consumed Oblivion,Goatwhore,2006,10,225720,0,0,1,0,0,0,0,0,0,4
Rockin' Every Night,Gary Moore,1982,13,168626,0,1,1,0,0,0,1,0,0,7
La sangre de tu tristeza (con Dani Martín) - Directo Enjoy 07,Jaime Urrutia,2007,13,233519,0,0,1,0,0,0,0,0,0,0
McDermott's / Boys of Blue Hill,Seamus Egan,1998,4,276573,0,0,1,0,0,0,0,0,0,4
The Trolley Song,Eddie Cano,1962,0,227573,0,0,1,0,0,0,0,0,0,0
Irresistible! - Tantalizing TWISTED Mix,Superchumbo,2002,0,550106,0,0,0,0,0,0,0,0,0,4
Honey I Sugar Pie,Tanto Metro & Devonte,2009,22,208253,0,0,1,0,0,0,0,0,0,4
El arte de amar,Gabinete Caligari,1984,2,303933,0,0,1,0,0,0,0,0,0,0
Acension Final Chord Rising,Terry Riley,2002,1,146613,0,0,1,0,0,1,0,0,0,6
Young Blood - 2011 Remaster,Whitesnake,1982,26,211386,0,1,1,0,0,0,1,0,0,7
Pinini Reggae,Sumo,1989,38,215280,0,1,1,0,0,0,0,0,0,2
Rio Grande Waltz,Hank Locklin,2019,0,164880,0,0,0,0,0,0,0,0,0,4
Stand By Your Man,Tammy Wynette,1964,56,159760,0,0,1,0,0,0,0,0,0,2
Phylyps Trak Ii/Ii,Basic Channel,2008,14,771586,0,0,1,0,0,0,0,0,0,4
I Won't Let You Go Till You Bless My Soul,The Clark Sisters,1988,5,329733,0,0,1,0,0,0,0,0,0,4
Cold Blood,Kix,1988,35,257933,0,0,1,0,0,0,0,0,0,4
Sacrifice for the Slaughtergod,Skeletonwitch,2007,18,173466,0,0,1,0,0,0,0,0,0,4
Fool for Your Loving - 2011 Remaster,Whitesnake,1980,46,259066,0,1,1,0,0,0,1,0,0,7
Jimi Baby - Live,Slightly Stoopid,2011,28,369275,0,1,1,0,0,0,0,0,0,2
Don't Go Knockin' on My Door,Britney Spears,2000,41,223533,0,0,1,0,0,0,0,0,0,0
Full of Voices,Maximilian Hecker,2005,1,146520,0,0,1,0,0,0,0,0,0,4
La Boîte À Hein Biloute - Sonnerie,Blingtones,2009,0,10514,0,0,0,0,0,0,0,0,0,4
I Worship You,True Believers,2008,0,281893,0,0,0,0,0,0,0,0,0,4
Si No Te Hubieras Ido,Charlie Cruz,2000,7,288840,0,0,1,0,0,0,0,0,0,4
Lunes Por La Madrugada,Los Abuelos De La Nada,1994,64,194226,0,1,1,0,0,0,0,0,0,2
Wanikaa,Indigenous,2006,0,201493,0,0,0,0,0,0,1,0,0,7
Pass Through My Will,John Michael Talbot,1989,11,311106,0,0,1,0,0,0,0,0,0,4
Answer In The Question,MxPx,2000,16,129906,0,0,1,0,0,0,0,0,0,0
Chocolate,Snow Patrol,2004,52,181773,0,1,1,0,0,0,0,0,0,0
Lonesome Road - Remastered,Dean Elliott And His Big Band,1996,11,152093,0,0,1,0,0,0,0,0,0,4
Liquid Frequencies - Liquid Soul Mix,Freq,2009,2,402866,0,0,1,0,0,0,0,0,0,4
Banana Man,C.J. Chenier,1992,0,268026,0,0,0,0,0,0,0,0,0,4
Be Good to Me,Sonny Terry,2021,0,168640,0,0,0,0,0,0,1,0,0,7
"Ye That Tempteth, Ye That Bequeth",Enslavement Of Beauty,2002,2,240378,0,0,1,0,0,0,0,0,0,4
You Are God - Broken Album Version,Darwin Hobbs,2003,22,352800,0,0,1,0,0,0,0,0,0,4
Bounce N Break Yo Back,DJ Spinn,2007,29,158213,1,0,1,0,0,0,0,0,0,3
Hey Joe,The Creation,2017,4,250120,0,1,1,0,0,0,0,0,0,2
Risen from Within,Astarte,2017,2,173220,0,0,1,0,0,0,0,0,0,4
Humppaukaasi,Eläkeläiset,2011,11,122386,0,0,1,0,0,0,0,0,0,4
Neon Rainbow,The Box Tops,1967,30,181706,0,1,1,0,0,0,0,0,0,0
Blues,Terry Callier,2018,33,178200,0,0,1,0,0,0,0,0,0,4
winning friends,Prisma,2005,0,219666,0,0,0,0,0,0,0,0,0,4
Glo-Billy-Vee-Vee - Instrumental,Beaver Harris,2002,0,193493,0,0,0,1,0,0,0,0,0,5
Empty Arms - 1984 Version,Stevie Ray Vaughan,1984,33,208706,0,1,1,0,0,0,1,0,0,7
Brokÿn Nëedle,Ultimate Fakebook,2000,3,149560,0,0,1,0,0,0,0,0,0,4
"It Has Been a Long Time, Hasn't It...",Anubis Spire,2020,0,315151,0,0,0,0,0,0,0,0,0,4
Fall Away into Darkness,The Balustrade Ensemble,2007,0,284903,0,0,0,0,0,0,0,0,0,4
Toccata et Fugue en ré mineur BWV 565,Johann Sebastian Bach,1999,0,500186,0,0,0,0,0,1,0,0,0,6
A Little Bit In Love - From “Wonderful Town Original Cast Recording” 1953/Reissue/Remastered 2001,Leonard Bernstein,2001,12,165146,0,0,1,0,0,1,0,0,0,6
Please Remember Me,B.B. King,1963,2,197280,0,1,1,1,0,0,1,0,0,5
Only One You,T.G. Sheppard,1979,32,202226,0,1,1,0,0,0,0,0,0,0
Johnny Can't Dance,Clifton Chenier,2003,2,284786,0,0,1,0,0,0,0,0,0,4
Solid Gold,VHS or Beta,2002,2,475200,0,0,1,0,0,0,0,0,0,4
Mad World - Radio Edit,Jan Wayne,2005,12,220840,0,0,1,0,0,0,0,0,0,4
River Is Waiting,Irma Thomas,2008,3,244560,0,0,1,0,0,0,1,0,0,7
Up To Zion - Live,Gaither,2010,4,172160,0,0,1,0,0,0,0,0,0,4
Iron Man,The Cardigans,1996,44,259872,0,1,1,0,0,0,0,0,0,0
Innizar,The Forms,2003,0,208146,0,0,1,0,0,0,0,0,0,0
Take Your Time (feat. Jimmy Cliff),Yannick Noah,2005,7,192933,0,0,1,0,0,0,0,0,0,0
Spanish Harlem,Phil Spector,2014,11,174506,0,0,1,0,0,0,0,0,0,0
The Hammer Song,Nick Cave & The Bad Seeds,2010,23,257026,0,1,1,0,0,0,0,0,0,2
You Called It Madness (But I Call It Love) - Live at Royal Albert Hall,Tiny Tim,2000,2,197893,0,0,1,0,0,0,0,0,0,4
Squarebiz,Galactic,2007,5,205080,0,1,1,0,0,0,0,0,0,2
Someday - Immune Album Version,Soul Embraced,2003,2,248760,0,0,1,0,0,0,0,0,0,4
Narrative #1,Mike Bloomfield,2004,1,36000,0,1,1,0,0,0,1,0,0,7
The Painter And The Magician,William Coulter,2004,2,253533,0,0,1,0,0,0,0,0,0,4
Drugs,At All Cost,2007,0,444186,0,0,0,0,0,0,0,0,0,4
孤立ホスピタル,An Cafe,2009,10,274106,0,0,1,0,0,0,0,0,0,4
Somebody's Brother - Somebody's Brother Album Version,Scott Wesley Brown,1995,3,191800,0,0,1,0,0,0,0,0,0,4
Scientas,The Shamen,1992,9,340826,0,1,1,0,0,0,0,0,0,0
Wo bleibt die Mark?,Zeltinger Band,2005,0,222253,0,1,0,0,0,0,0,0,0,2
Dress Me Up - Remix,Eric Champion,2009,0,327493,0,1,0,0,0,0,0,0,0,2
Sambangole / Tres Golpes Na' Mas,Colombiafrica The Mystic Orchestra,2007,0,320933,0,0,0,0,0,0,0,0,0,4
Bean Fields - 2008 Digital Remaster,Penguin Cafe Orchestra,2008,16,266280,0,0,1,0,0,0,0,0,0,4
Nice 'N' Easy,Charlie Rich,1970,17,182573,0,0,1,0,0,0,0,0,0,4
Night Train,Jackie Davis,1963,10,159813,0,0,1,1,0,0,0,0,0,5
Beyond Forever,Eddie Henderson,2018,4,278173,0,0,1,1,0,0,0,0,0,5
Phase (1972),Saarbrücken Radio Symphony Orchestra,2009,0,827666,0,0,0,0,0,0,0,0,0,4
Sunny Came Home,Shawn Colvin,1996,40,264733,0,0,1,0,0,0,0,0,0,0
Darby's Castle,Kris Kristofferson,2004,29,197173,0,1,1,0,0,0,0,0,0,2
South Side Story,Lloyd Banks,2004,29,250693,1,0,1,0,0,0,0,0,0,3
Raga Anandi Kalyan - live,Kartik Seshadri,2006,2,438133,0,0,1,0,0,0,0,0,0,4
Old Friends,Gerald McCauley,2005,16,243933,0,0,1,0,0,0,0,0,0,4
Space Between Us,Sister Hazel,1994,1,304000,0,1,1,0,0,0,0,0,0,0
Position,Terror Fabulous,1995,23,187760,0,1,1,0,0,0,0,0,0,2
Drifting Away,Mighty Diamonds,2001,0,129000,0,1,0,0,0,0,0,0,0,2
Tetrispack,Modeselektor,2005,12,256266,0,0,1,0,1,0,0,0,0,1
In His Presence,Marvin Sapp,1995,4,263666,0,0,1,0,0,0,0,0,0,4
Doing Time,Bad Religion,1982,21,180760,0,0,1,0,0,0,0,0,0,0
Brand New Broken Heart,Newfound Road,2009,4,177880,0,0,1,0,0,0,0,0,0,4
Get Your Hustle On,Lost Boyz,1997,7,243493,1,0,1,0,0,0,0,0,0,3
Vincent,Madilu System,2007,17,450586,0,0,1,0,0,0,0,0,0,4
the fallen...,Set Your Goals,2009,22,204413,0,0,1,0,0,0,0,0,0,0
The Lifestyle That Got Away,The High Strung,2016,10,153720,0,0,1,0,0,0,0,1,0,8
Mi Sangre Latino,Nelson Ned,1999,21,178106,0,1,1,0,0,0,0,0,0,0
Te Quiero Tanto,Vilma Palma e Vampiros,1993,48,209960,0,1,1,0,0,0,0,0,0,0
Yesterdays,Ray Conniff,1959,4,195533,0,0,1,0,0,0,0,0,0,4
Show You How,The Killers,2007,31,166240,0,1,1,0,0,0,0,0,0,2
All My Loving,Los Fernandos,2017,0,127709,0,0,0,0,0,0,0,0,0,4
Chelsea Girl - Remastered 2002,Simple Minds,1979,24,274546,0,1,1,0,0,0,0,0,0,0
螢光蝴蝶,蜜雪薇琪,2006,3,279200,0,0,1,0,0,0,0,0,0,0
女生我最大,Rainie Yang,2008,4,220120,0,0,1,0,0,0,0,0,0,0
The Locomotion,Little Eva,1962,60,139120,0,1,1,0,0,0,0,0,0,0
Pardesi Pind Wich Ageya,Pardesi,1988,3,254906,0,0,1,0,0,0,0,0,0,4
Extrication Love Song - Live Version,Hot Tuna,1978,4,270960,0,1,1,0,0,0,1,0,0,7
Tra-la-la Musette,André Verchuren,2024,0,156346,0,0,0,0,0,0,0,0,0,4
She Came Along To Me,Billy Bragg,1998,29,208293,0,0,1,0,0,0,0,0,0,4
Persiana Americana - Remasterizado 2007,Soda Stereo,1986,70,292266,0,1,1,0,0,0,0,0,0,2
Dis Moi More,Milanezie,2023,12,160943,1,0,1,0,0,0,0,0,0,3
Skincree (version),Götterdämmerung,2012,3,245720,0,0,1,0,0,0,0,0,0,4
Don't Bring Flowers,Erik Hassle,2009,24,195760,1,0,1,0,0,0,0,0,0,3
Past Meets Present,Marco Beltrami,2009,0,170866,0,0,0,0,0,0,0,0,0,4
Zeigt her eure Füße,Spieluhrmelodien,2007,1,131880,0,0,1,0,0,0,0,0,0,4
Recht Auf Lungenkrebs,Die Bandbreite,2008,0,181080,0,0,0,0,0,0,0,0,0,4
Did It Again,Shakira,2009,43,192706,0,0,1,0,0,0,0,0,0,0
Lil Stuntin,Tum Tum,2005,0,214466,1,0,0,0,0,0,0,0,0,3
Under World Dub,The Twinkle Brothers,1982,3,186840,0,0,1,0,0,0,0,0,0,4
Penny in My Pocket,The Kirkbys,2007,0,154293,0,0,0,0,0,0,0,0,0,4
Nadine,Arc Angels,2009,9,309440,0,1,1,0,0,0,1,0,0,7
New York,U2,2000,33,330373,0,1,1,0,0,0,0,0,0,2
Do It All over Again,Sweet,2015,3,264720,0,1,1,0,0,0,0,0,0,2
Suicidal Dream,Silverchair,1995,49,192783,0,1,1,0,0,0,0,0,0,2
"L'ombre d'une chance - From ""L'ombre d'une chance""",Eric Demarsan,1993,0,150440,0,0,0,0,0,0,0,0,0,4
Marie's Wedding,The Clancy Brothers & Tommy Makem,2018,5,121880,0,0,1,0,0,0,0,0,0,4
